grandid,damname,lon,lat,upreal,ix,iy,fldsto_mcm,consto_mcm,totalsto_mcm,fldsto/uparea,Qn,Qf
3771,Tresna,19.208749800000003,49.7470818,1047.0,796,163,19.640122744057805,83.0598772559422,102.7,0.0187584744451364,16.350376,227.61796875
3502,Occhito,14.971249599999998,41.6204185,1009.0,780,194,99.16899297589359,233.8310070241064,333.0,0.09828443307818988,4.5854434999999985,177.58298950195308
4776,Supa,74.5254135,15.2779169,1027.0,1019,297,1620.7546672023252,2557.2453327976746,4178.0,1.5781447587169668,17.870775,1100.966455078125
1735,FishtrapLake,-82.40625,37.42874910000001,1020.0,392,211,116.90432729973196,85.79567270026803,202.7,0.1146120855879725,13.01872,112.98037719726562
2372,Paranoa,-47.787082700000006,-15.7962503,1003.0,529,424,43.405556275182335,556.5944437248177,600.0,0.04327572908791858,15.269265,429.4152099609375
3186,Skjerkavatn,7.392083199999999,58.5495834,1009.0,750,126,3.265141269386977,15.734858730613023,19.0,0.0032360171153488376,43.38845,113.60326538085936
2353,Victoria,-57.1187515,48.3562508,1029.0,491,167,1888.3441091404056,4411.655890859594,6300.0,1.8351254704960207,35.05717,288.6312927246093
5703,Guishi,111.2854156,24.6620827,1156.0,1166,261,116.37346370215931,478.62653629784063,595.0,0.10066908624754266,41.040524,1445.2095703125
3955,Iskar,23.5379162,42.5137482,1036.0,815,191,75.26978582132871,597.7302141786713,673.0,0.07265423341827096,11.891005,137.22567443847657
3937,Gazivode,20.6504173,42.9395828,1038.0,803,188,108.90714015410583,261.09285984589417,370.0,0.10492017355886883,10.03801,104.32738952636718
1034,SpavinawLake,-95.0462494,36.3862495,1020.0,341,215,30.01490141870548,59.28509858129453,89.3,0.02942637393990733,8.562878999999999,345.2020751953125
2463,AiresdeSouza,-40.4995842,-3.779583,1121.0,558,378,36.106966735960725,68.29303326403928,104.4,0.03220960458158851,2.0021505,973.6623779296872
4143,RustdeWinter,28.5137501,-25.2345829,1146.0,834,463,4.025871694354315,24.474128305645685,28.5,0.003512977045684393,0.5596876999999999,72.02508544921875
5822,Poongkaliyarra,117.1079178,-20.9754162,1082.0,1189,445,26.967384166664637,36.83261583333536,63.8,0.024923645255697447,0.7838076,598.7225463867187
3072,Hackren,13.50875,63.1979179,1068.0,776,107,235.7641433274964,464.23585667250364,700.0,0.2207529431905397,16.565243,32.07944183349609
4455,Hancagiz,37.8879166,36.9579163,1013.0,872,213,70.51165702753079,29.488342972469212,100.0,0.06960676903013899,1.5810868,62.03463134765624
3567,H.Meskoutine,7.233749900000001,36.4662514,1055.0,749,215,57.66524094016475,162.33475905983525,220.0,0.05465899615181493,0.69278926,114.71748962402344
2768,ElBurguillo,-4.5370831,40.4245834,1057.0,702,199,47.42688906786253,160.57311093213747,208.0,0.044869336866473535,4.025786,283.88682861328124
1616,DelawareLake,-83.0695801,40.3620834,1058.0,389,198,84.48755161184336,78.31244838815665,162.8,0.07985590889588219,12.624429,150.36162414550782
3501,LagodiGuardialfiera,14.8545828,41.8320847,1041.0,780,193,46.90799357192147,101.09200642807852,148.0,0.04506051255708115,9.764532,132.52021179199218
4443,Kartalkaya,37.24124910000001,37.4695816,1129.0,870,210,40.8241269924989,107.57587300750113,148.4,0.03615954560894498,4.3854833,164.27061767578124
894,OglalaDam,-102.7412491,43.1745834,1024.0,310,188,8.763873183604082,13.83612681639592,22.6,0.008558469905863359,0.33490604,34.32029571533203
4806,Kotwal,78.1254196,26.4904175,1108.0,1032,255,61.23569911625603,30.264300883743967,91.5,0.05526687645871483,3.91485,142.76531066894532
343,OpportunityTailingsPonds,-112.7829132,46.1604156,1200.0,270,174,3.8801552795944447,7.519844720405557,11.4,0.0032334627329953704,4.028013,67.15719909667969
784,EdwardArthurPatterson,-102.8287506,46.8679161,1027.0,309,174,3.0631164743618844,7.936883525638117,11.0,0.0029825866352111824,0.58216834,22.173497772216802
1271,BradyDam,-99.387085,31.1395836,1333.0,322,236,138.99182419305998,123.00817580694002,262.0,0.10426993562870217,1.4217556999999998,208.52186279296882
3063,Jormvattnet,14.1045828,64.637085,1071.0,776,102,19.60997063521389,80.39002936478609,100.0,0.0183099632448309,31.711967,117.0333526611328
4214,Rietfontein,26.9970837,-28.5545826,1027.0,829,475,0.18006600092764125,0.7199339990723588,0.9,0.00017533203595680746,0.48942775,37.40524749755859
1724,DixRiverDam,-84.70375059999998,37.784584,1132.0,381,210,138.5105411160645,145.7894588839355,284.3,0.12235913526154107,15.607317000000002,226.20172119140625
1358,Tacotan,-104.3120804,20.0370827,1158.0,302,282,28.150752160571585,121.8492478394284,150.0,0.024309803247471142,23.028173,1691.40615234375
2895,Chanza,-7.520417200000002,37.5620842,2136.0,689,209,269.1340185893912,182.86598141060884,452.0,0.12599907237331048,0.4173607,132.76509704589844
5459,Weishui,111.5712509,29.963750800000003,1128.0,1166,240,289.5803633603585,286.4196366396415,576.0,0.2567201802840057,26.2125,859.314404296875
1739,BuckhornLake,-83.4704132,37.3379173,1063.0,388,208,135.41371786403238,71.68628213596763,207.1,0.1273882576331443,11.586699,212.8846435546875
4614,Goedertrouw,31.467083,-28.771249800000003,1272.0,846,475,143.96574326313203,171.43425673686795,315.4,0.11318061577290255,2.0509102,298.7732849121094
2134,StarbuckvilleDam,-73.7704163,43.6704178,1202.0,425,185,2.2460191611580282,30.653980838841967,32.9,0.001868568353708842,20.686052,103.72314147949218
3778,JezioroCzorsztynskie,20.3212509,49.4204178,1140.0,801,163,15.796291855383684,218.70370814461631,234.5,0.013856396364371651,21.299267,244.4204406738281
2,Mayo,-135.362915,63.7745819,1173.0,178,107,4.362113427795975,260.43788657220404,264.8,0.003718766775614642,8.586492,47.62295379638672
2496,Maed'Agua,-37.9870834,-7.07125,1103.0,568,389,289.5888369343154,350.41116306568466,640.0,0.2625465430048189,1.5268966999999998,657.7014404296875
2848,Fuensanta,-2.2120831,38.3895836,1199.0,713,206,144.7833847757621,33.91661522423789,178.7,0.12075344852023527,0.27216345,82.37971801757813
5053,Udawalawe,80.8379135,6.42875,1177.0,1044,334,105.95926744194807,162.64073255805198,268.6,0.09002486613589471,41.987736,1451.54765625
