3529,NDAMS
GRAND_ID,DamName,DamLon,DamLat,area_CaMa,DamIX,DamIY,FldVol_mcm,ConVol_mcm,TotalVol_mcm,Qn,Qf
1804,Cowans_Ford,-80.958,35.442,4817.0,397,218,19.610000000000014,491.19,510.8,27.684513,43.25163269042969
1810,Elk_River_Dam,-86.092,35.308,906.0,376,219,23.224365365942788,102.3756346340572,125.6,13.172016,85.99446105957031
1814,Tillery,-80.075,35.208,12164.0,400,219,43.29980726280286,162.70019273719714,206.0,73.11811,869.806884765625
1818,Hiwassee,-84.175,35.158,2685.4,384,220,225.23,310.06999999999994,535.3,41.548496,283.0696105957031
1822,Chickamauga,-85.225,35.108,54110.2,380,220,176.9676299018288,732.4323700981712,909.4,683.4162,1821.0631103515625
1823,Ocoee_1,-84.642,35.092,1386.1,383,221,48.38,54.32,102.7,23.983543,247.89573669433594
1824,Pickwick_Landing,-88.242,35.075,84691.9,368,221,134.44789122230532,1228.5521087776947,1363.0,1170.6342,2914.121337890625
1826,H._Taylor_Blalock_Reservoir_Da,-81.858,35.058,550.1,392,220,1.6799999999999995,26.72,28.4,6.8608623,65.01814270019531
1827,Winthrop_University_Dam,-81.008,35.025,7899.5,396,220,3.410000000000025,300.59,304.0,41.010017,81.50078582763672
1828,Chatuge,-83.792,35.025,536.4,386,221,48.13143636607265,248.56856363392734,296.7,8.113564,47.01760482788086
1829,Nickajack,-85.625,35.008,58573.3,378,220,61.05678171355086,249.24321828644915,310.3,753.15063,1552.5565185546875
1831,Blewett_Falls,-79.875,34.992,17847.6,401,220,21.239999999999995,98.36,119.6,104.57356,1597.9779052734375
1833,Nottely,-84.092,34.958,744.4,384,221,91.2,123.8,215.0,12.07979,101.2432861328125
1834,Blue_Ridge,-84.275,34.875,741.5,384,222,81.15,160.45,241.6,13.267651,156.82989501953125
1835,Wheeler,-87.375,34.808,76549.1,372,222,0.0,1318.6,1318.6,1048.1702,2267.027099609375
1836,Keowee,-82.892,34.808,1207.8,389,221,191.369139974596,987.330860025404,1178.7,14.756737,192.2663116455078
1839,Tugalo,-83.358,34.692,1420.5,387,222,26.81,26.19,53.0,21.28423,182.83021545410156
1841,Carters_Main_Dam,-84.658,34.608,635.9,383,222,162.92000000000007,420.28,583.2,11.456388,145.37930297851562
1842,Fishing_Creek,-80.892,34.608,11378.6,397,222,9.17304044843506,64.82695955156494,74.0,58.477642,648.4937744140625
1843,Cedar_Creek,-87.975,34.542,516.4,369,223,30.101826137250768,100.29817386274924,130.4,8.269392,250.88851928710938
1845,Jamie_L._Whitten_Lock_and_Dam,-88.325,34.525,670.8,367,222,24.20928390123925,197.79071609876075,222.0,8.980425,140.3524627685547
1847,Guntersville,-86.392,34.425,64611.4,375,223,188.3456724054147,1105.5543275945854,1293.9,857.1078,1188.6734619140625
1848,Sardis_Dam,-89.792,34.408,3633.0,362,222,1067.0499999999995,2653.1500000000005,3720.2,43.12586,2114.857177734375
1849,Lake_Robinson_Dam,-80.158,34.408,517.1,400,222,8.119999999999997,60.38,68.5,1.4339637,140.91600036621094
1851,Hartwell_Dam,-82.825,34.358,5778.2,389,223,1075.700926732348,3165.899073267652,4241.6,72.64876,707.951171875
1852,Wateree,-80.708,34.342,12179.5,397,223,55.070099316607184,268.6299006833928,323.7,62.519577,805.0650634765625
1855,Upper_Bear_Creek,-87.692,34.275,430.6,370,223,19.689164415978222,25.41083558402178,45.1,7.0028133,222.45628356933594
1857,Parr_Shoals_Dam,-81.325,34.258,12355.5,395,223,3.890000000000001,35.61,39.5,108.1581,1297.6533203125
1858,Rocky_River_Dam,-82.608,34.258,335.8,390,222,11.18610476597824,20.413895234021762,31.6,3.3142495,71.72856140136719
1860,Weiss_Main_Dam,-85.758,34.175,13635.2,378,224,69.1588957321668,308.6411042678332,377.8,248.8463,600.510498046875
1861,Buzzards_Roost_Embankment,-81.908,34.175,2912.6,392,223,12.090000000000032,303.71,315.8,30.51567,377.32366943359375
1862,Allatoona_Lake_Dam_and_Powerho,-84.725,34.158,2902.0,382,224,256.35065165771164,570.1493483422884,826.5,52.07837,334.44024658203125
1863,Buford,-84.075,34.158,2515.1,385,223,498.3157690225303,2651.98423097747,3150.3,37.788723,234.12181091308594
1864,Enid_Dam,-89.908,34.158,1391.6,362,224,269.02,1227.78,1496.8,16.156422,1020.660888671875
1865,Glover_Wilkins,-88.425,34.058,3431.8,367,224,4.93,18.57,23.5,45.979187,646.60302734375
1866,Saluda,-81.208,34.058,6312.4,395,224,338.3436993969535,2375.3563006030463,2713.7,59.72148,448.42596435546875
1867,Lewis_Smith,-87.108,33.942,2436.3,372,224,511.78922459653904,1549.0107754034611,2060.8,40.361877,577.3280029296875
1868,Aberdeen_Dam,-88.525,33.825,6128.4,366,225,15.274612906152967,23.62538709384703,38.9,79.56322,793.9645385742188
1869,Grenada_Dam,-89.775,33.808,3387.2,362,225,1269.6799999999998,2088.02,3357.7,69.24846,945.529052734375
1870,H._Neely_Henry,-86.058,33.792,17932.5,376,225,19.955993263062027,129.04400673693797,149.0,329.3717,727.9938354492188
1872,J._Strom_Thurmond_Dam,-82.192,33.658,15891.7,391,226,108.9399999999996,4602.96,4711.9,178.64587,447.1953430175781
1876,John_C._Stennis,-88.492,33.525,13852.1,367,226,22.659879343865832,50.740120656134174,73.4,183.03156,1827.7744140625
1879,North_Santee_Dam,-80.175,33.458,38130.5,400,227,186.09488390513135,1331.1051160948687,1517.2,261.97614,1048.037841796875
1880,Logan_Martin,-86.342,33.425,19850.8,376,226,237.0699011671496,564.7300988328503,801.8,365.36502,924.72021484375
1883,Wallace,-83.158,33.358,4382.8,387,226,183.45662543956405,544.3433745604359,727.8,54.156216,436.86102294921875
1886,Lloyd_Shoals,-83.842,33.325,3816.8,385,227,37.54272857305823,94.45727142694177,132.0,46.49593,754.7060546875
1888,Lake_Tuscaloosa_Dam,-87.508,33.258,1098.1,370,227,46.273619923138085,175.72638007686191,222.0,24.753977,232.41378784179688
1889,R.L._Harris,-85.608,33.258,4043.1,378,227,43.44999999999999,482.05,525.5,71.240425,750.660888671875
1890,Pinopolis_West_Dam,-79.992,33.242,700.2,400,228,19.950000000000045,1349.25,1369.2,15.406298,81.33187866210938
1892,High_Falls_Dam,-84.008,33.175,392.4,384,227,5.82,9.58,15.4,5.2055416,194.9748077392578
1894,Sinclair,-83.208,33.142,7538.6,387,228,30.110000000000014,574.29,604.4,88.289246,763.88037109375
1895,Lay,-86.525,32.958,23871.6,374,229,22.67999999999995,304.22,326.9,443.47156,825.0547485351562
1896,West_Point,-85.192,32.925,8929.7,379,228,213.5697265865756,532.7302734134244,746.3,134.32047,1099.0465087890625
1899,Mitchell,-86.442,32.808,25567.5,375,229,37.89287637335923,174.30712362664076,212.2,473.24805,1173.5301513671875
1900,Martin,-85.908,32.675,7233.7,377,229,48.180000000000064,1956.22,2004.4,125.75303,1382.3458251953125
1901,Bartletts_Ferry_Main_Dam,-85.092,32.658,10355.2,380,229,63.24842056950405,162.45157943049594,225.7,154.88531,1499.6671142578125
1902,Jordan,-86.258,32.625,26274.6,375,230,89.91999999999999,199.98,289.9,499.37787,999.7621459960938
1906,Oliver,-84.992,32.508,11949.5,380,230,9.799287169090263,29.700712830909737,39.5,177.94466,1995.716796875
1908,Okatibbee_Dam,-88.792,32.475,453.1,365,230,19.33944645443825,54.06055354556176,73.4,8.456976,93.88606262207031
1909,Lake_Blackshear,-83.942,31.858,9944.5,385,233,9.159999999999997,169.74,178.9,104.9268,1027.7135009765625
1910,Walter_F._George_Lock_and_Dam,-85.058,31.625,20036.8,380,234,137.7648505729195,1014.8351494270804,1152.6,268.1036,2568.258544921875
1911,Gantt,-86.475,31.408,1700.7,375,235,3.884237724572389,14.215762275427613,18.1,23.490757,226.90133666992188
1916,Jim_Woodruff_Dam,-84.858,30.708,45242.1,381,238,141.6496921809948,359.3503078190052,501.0,450.20715,4252.69775390625
1917,Jackson_Bluff,-84.642,30.392,5246.6,382,239,30.836813900033437,154.16318609996657,185.0,38.25166,423.9924621582031
1918,Dead_Lakes_Dam,-85.175,30.125,2559.9,380,238,35.10584953732115,14.994150462678853,50.1,12.595606,317.3662109375
1919,Rodman_Dam_and_Spillway,-81.808,29.508,5471.9,393,242,12.02000000000001,148.38,160.4,13.249956,459.4793395996094
1920,Inglis,-82.608,29.008,5014.0,391,244,11.86,29.54,41.4,5.8527656,209.8061981201172
1927,Structure_59,-81.275,28.308,470.0,396,247,109.42974137710908,147.17025862289094,256.6,1.6920766,143.82769775390625
1930,Structure_61,-81.358,28.142,2103.1,395,247,191.1981659763432,152.90183402365682,344.1,7.521339,537.1019287109375
1936,Dam_P-11,-81.858,27.942,414.6,393,248,26.375385343529288,27.92461465647071,54.3,1.3319268,174.4006805419922
1944,Structure_65,-81.192,27.808,4424.1,396,249,448.5752186116653,451.82478138833466,900.4,14.211176,487.2106018066406
1954,Lake_Manatee_Dam,-82.358,27.492,575.5,391,251,46.71,10.79,57.5,2.3285294,263.7798767089844
1956,Martin_Plant_Cooling_Water_Res,-80.592,27.008,323.3,398,253,1.6099999999999994,115.59,117.2,1e-10,7.602663993835449
1957,Structure_193,-81.025,26.992,1161.5,395,253,3145.663014948052,7364.336985051948,10510.0,2.2868102,192.22117614746094
1961,El_Cajon,-87.742,15.025,8824.4,370,300,1675.808109595162,5414.191890404838,7090.0,15.1329365,338.2364196777344
1963,5_de_Noviembre,-88.758,13.992,9985.2,365,305,56.21,93.78999999999999,150.0,2.8264046,244.07200622558594
1964,Cerron_Grande,-88.925,13.942,7902.1,364,304,66.98999999999978,2113.01,2180.0,0.45143667,22.071847915649414
1965,15_de_Septiembre,-88.558,13.625,17608.9,366,306,96.79772202178242,283.2022779782176,380.0,13.271222,1140.3255615234375
1966,El_Mancotal,-85.908,13.242,1062.9,377,308,135.77122136906155,299.1287786309384,434.9,7.1803875,20.879858016967773
1967,Arenal,-84.758,10.475,623.1,381,319,204.0569344271348,2015.9430655728652,2220.0,32.135258,260.2138671875
1970,Cachi,-83.808,9.842,933.7,385,321,34.8,16.200000000000003,51.0,53.76848,187.54627990722656
1971,Panama_Canal_Dam,-79.925,9.258,1865.7,401,323,26.538051612268877,517.4619483877311,544.0,14.993378,286.5884094238281
1972,Madden,-79.608,9.208,1356.9,402,324,175.0394413789786,448.9605586210214,624.0,11.395052,266.1312255859375
1973,Bayano,-78.892,9.175,4362.1,405,324,1985.1964340961024,2014.8035659038976,4000.0,277.33618,1674.940185546875
1975,Urra_1,-76.208,8.008,4484.2,415,329,113.63000000000012,1086.37,1200.0,246.87616,1260.6260986328125
1976,Porce_2,-75.142,6.808,3051.6,420,334,48.49000000000001,185.51,234.0,103.81685,318.7867431640625
1978,Rio_Grande_2,-75.442,6.508,1260.2,419,334,28.25,217.45,245.7,42.840004,133.0686492919922
1979,Santa_Rita_Dike_I,-75.158,6.292,875.6,419,336,249.6200000000001,986.78,1236.4,30.048443,89.5102767944336
1981,Salvajina,-76.708,2.942,4661.0,414,349,283.4,622.6,906.0,64.249176,339.43963623046875
1982,Betania,-75.425,2.708,13236.9,419,350,490.4903566095586,1479.5096433904414,1970.0,255.1385,1430.7039794921875
1983,La_Esperanza,-80.075,-0.892,527.8,401,364,245.73,204.27,450.0,5.404855,35.43918991088867
1984,Daule_Peripa,-79.742,-0.925,4165.7,402,364,2154.2,3845.8,6000.0,93.02182,397.4566955566406
1988,Poechos,-80.525,-4.692,13545.2,399,379,65.51999999999998,934.48,1000.0,0.0029163237,0.031314898282289505
1990,Gallito_Ciego,-79.208,-7.242,3501.3,404,390,202.67,197.33,400.0,0.00012598683,0.001697107800282538
1991,Upamayo,-76.192,-10.975,1694.4,416,404,96.96057141108868,459.03942858891133,556.0,5.7230396,16.297971725463867
1995,Caniapiscau_Barrage,-69.775,54.858,38827.2,441,141,7995.459100867134,45794.540899132866,53790.0,655.4525,2183.072509765625
1996,Laforge_2,-70.708,54.825,1890.4,438,141,225.58796933096392,1614.412030669036,1840.0,36.17356,127.67671966552734
1997,Menihek,-66.608,54.475,18391.6,454,143,37.891038332013466,308.70896166798656,346.6,319.3152,1543.381591796875
1998,Laforge_1,-72.542,54.175,7574.8,431,143,215.37312902025636,3584.6268709797437,3800.0,140.90901,550.1223754882812
1999,La_Grande_4,-73.442,53.892,35891.9,427,145,2612.846755090842,16917.153244909157,19530.0,653.7103,2380.7490234375
2000,Churchill_Falls,-64.258,53.642,68157.1,463,146,12878.2148674454,19441.7851325546,32320.0,932.7588,2581.02978515625
2001,West_Forebay_Dike_GJ-18,-63.992,53.542,71377.0,465,146,41.74803177860792,751.3519682213921,793.1,975.2964,2499.370361328125
2002,Gabbro_Control_Dam,-64.608,53.408,1229.7,463,148,2415.7430036317564,15261.156996368245,17676.9,15.92001,147.7978515625
2003,Hart_Jaune,-67.808,51.825,5311.3,449,153,699.7146475975264,1800.2853524024736,2500.0,116.53691,570.5679931640625
2004,Lake_Manouan,-70.525,50.658,4966.8,438,158,368.3033357740308,1851.9966642259694,2220.3,91.14155,389.5817565917969
2005,Daniel_Johnson,-68.725,50.642,29844.1,446,157,1032.3299999999872,140817.67,141850.0,639.13245,1652.0489501953125
2006,Lac_Ste._Anne_Principal,-67.942,50.108,8198.6,449,160,1211.01,2061.99,3273.0,187.35771,715.8920288085938
2007,Passes_Dangereuses,-71.258,49.908,11340.6,435,161,627.9550016940202,4552.04499830598,5180.0,227.32297,820.8397827148438
2008,Manicouagan_3,-68.608,49.758,33913.1,446,161,168.54000000000087,10311.46,10480.0,721.57263,1585.0228271484375
2009,Outardes_4,-68.908,49.708,17651.2,445,161,3195.227574257653,21154.772425742347,24350.0,306.2828,1236.6181640625
2010,Outardes_3,-68.792,49.558,18004.2,445,162,30.97999999999999,184.02,215.0,312.43976,1248.491455078125
2011,Peribonka,-71.192,49.508,12116.4,436,161,66.0745275686703,857.6254724313297,923.7,245.04892,892.770751953125
2012,Bersimis,-69.775,49.358,13636.5,441,163,2123.048305160277,11776.951694839723,13900.0,261.06317,649.365234375
2013,Manicouagan_2,-68.342,49.325,45964.0,447,163,358.419008450142,3891.580991549858,4250.0,979.69385,2162.834716796875
2014,McCormick,-68.325,49.192,46065.7,447,164,3.1893356585773134,35.81066434142269,39.0,981.4453,2162.52294921875
2015,Bersimis_2,-69.258,49.175,16362.4,443,164,258.4000000000001,1361.6,1620.0,298.24725,826.7181396484375
2016,Outardes_2,-68.392,49.158,18990.5,446,164,29.90694360082483,174.09305639917517,204.0,329.36142,1302.31640625
2018,Chute-du-Diable,-71.692,48.775,26111.1,434,165,24.866888474228688,337.73311152577133,362.6,526.6424,1631.7159423828125
2019,Chute_a_la_Savane,-71.842,48.758,27422.2,433,165,35.738716619043515,219.5612833809565,255.3,555.9916,1701.6629638671875
2020,Chute_des_Georges,-71.142,48.725,1988.3,436,165,103.08000000000004,936.92,1040.0,43.11779,213.0483856201172
2021,Isle_Maligne_Spillway_1,-71.642,48.575,72914.1,434,166,192.05047163345807,5177.949528366542,5370.0,1400.093,7040.5966796875
2022,Chute-a-Caron,-71.258,48.458,73610.1,435,167,128.10000000000002,681.9,810.0,1414.3888,7129.91064453125
2023,Gouin,-74.092,48.358,8545.7,423,167,1315.215867067389,7257.784132932611,8573.0,125.57323,411.9725036621094
2024,Portage-des-Roches,-71.208,48.308,2823.6,434,168,29.772569061521097,344.3274309384789,374.1,70.02847,423.7406921386719
2025,Rapide_Blanc,-72.975,47.792,21737.2,428,169,81.0419833415117,518.9580166584883,600.0,322.09357,2107.359130859375
2026,Trenche,-72.875,47.758,24755.5,429,169,56.84999457692891,272.7500054230711,329.6,370.50113,2545.260986328125
2027,Beaumont,-72.842,47.558,27810.0,429,170,90.03713224162448,334.26286775837553,424.3,414.02148,2812.93701171875
2028,Sisson_Lake,-67.242,47.258,348.5,451,171,27.5,92.0,119.5,5.623809,122.4808578491211
2029,Mattawin,-73.658,46.858,4209.8,426,173,62.07681626013755,727.9231837398625,790.0,74.011185,431.2608947753906
2031,Grand-Mere,-72.675,46.608,41025.9,430,174,18.500607919793623,88.79939208020637,107.3,637.92676,4007.40185546875
2034,Lock_Dam,-69.292,46.492,896.7,443,175,34.37067744291363,95.42932255708638,129.8,13.614088,344.5016784667969
2036,Caucomgomoc,-69.558,46.192,531.5,442,176,37.5867026315821,90.4132973684179,128.0,8.05094,181.04318237304688
2038,Telos_Dam,-69.125,46.142,371.1,442,175,29.317488328486192,100.48251167151382,129.8,5.6370897,176.2525177001953
2041,Mactaquac,-66.875,45.942,39927.4,453,177,129.72000000000003,1230.78,1360.5,616.3961,2488.35205078125
2043,Seboomook,-69.725,45.908,1542.8,441,177,42.72120026257386,153.37879973742614,196.1,25.230328,197.6094207763672
2044,Ripogenus,-69.175,45.875,3539.2,443,177,133.10211349639098,1071.997886503609,1205.1,54.30979,426.5714111328125
2045,Canada_Falls,-69.992,45.875,528.5,440,177,7.625403744666215,25.374596255333785,33.0,8.476364,195.4364776611328
2050,Forest_City,-67.742,45.658,593.4,450,178,29.117098727129587,110.68290127287042,139.8,7.758189,112.7177505493164
2051,Brassua,-69.808,45.658,1755.2,440,178,34.613718469961384,314.48628153003864,349.1,27.651436,262.7751159667969
2052,Danforth_Dam,-67.875,45.658,609.9,449,178,55.41934479131182,60.480655208688184,115.9,7.954385,82.1649398803711
2053,North_Twin,-68.775,45.642,5025.7,445,178,118.94244213638927,365.4575578636107,484.4,73.97233,531.2633666992188
2056,Moosehead_Lake_East_Dam,-69.758,45.575,3559.2,441,178,75.18047514829186,1651.7195248517082,1726.9,52.405262,628.1168212890625
2057,Mattaceunk,-68.408,45.575,8479.3,446,178,28.78,56.42,85.2,119.906525,1002.3253173828125
2058,Vanceboro,-67.425,45.575,1149.6,451,178,76.73081077677224,187.76918922322776,264.5,15.043783,162.2569580078125
2061,Rock_Forest,-71.958,45.375,2036.6,432,179,12.200000000000005,95.6,107.8,34.54688,378.73553466796875
2064,Grand_Falls_Main_Dam,-67.475,45.275,3385.7,451,179,42.5416168728666,141.9583831271334,184.5,44.062046,356.4095458984375
2065,Sebec,-69.125,45.275,702.9,443,179,38.99033503524447,146.00966496475553,185.0,9.655686,343.968994140625
2067,Flagstaff,-70.208,45.225,1211.5,439,180,177.68703098105124,358.9129690189488,536.6,19.35475,193.53860473632812
2068,West_Grand_Lake_Dam,-67.775,45.175,452.0,448,179,175.26291705335225,613.6370829466478,788.9,5.6978903,67.36360931396484
2075,Abbott_Brook_Dike,-69.908,45.075,7080.8,441,180,129.97999999999996,266.22,396.2,106.47217,1088.9608154296875
2076,Murphy_Dam,-71.375,45.042,369.1,436,180,55.98,106.02000000000001,162.0,6.991798,52.07513427734375
2078,R.H._Saunders_Main,-74.875,45.008,771669.9,420,181,70.11063906230027,737.7893609376997,807.9,3417.2305,4445.432421875
2080,Aziscohos,-70.992,44.942,629.7,437,180,41.19999999999999,355.0,396.2,10.688707,127.26696014404297
2084,Upper_Dam,-70.858,44.875,831.6,438,181,44.30635895746249,192.5936410425375,236.9,12.890478,218.4871826171875
2085,Sebasticook_Outlet_Dam,-69.275,44.842,534.0,444,182,1.4323846852273636,15.967615314772635,17.4,6.910775,102.443603515625
2087,Errol,-71.125,44.792,2875.5,436,181,0.0,147.1,147.1,44.35946,278.7684631347656
2088,Middle_Dam,-70.925,44.775,1547.4,437,181,41.35926845970872,119.9407315402913,161.3,23.149513,156.84580993652344
2090,Weston_North_Channel_Dam,-69.725,44.758,10107.0,441,181,4.341839374482138,23.158160625517862,27.5,149.4389,1225.9368896484375
2094,Graham_Lake_Dam,-68.442,44.592,1404.8,447,182,21.282129065633,157.617870934367,178.9,15.335886,247.95394897460938
2096,Snow_Pond_Dam,-69.725,44.542,511.4,441,183,33.403814887684746,112.49618511231526,145.9,6.5876093,115.39550018310547
2101,Union_Falls,-73.908,44.508,892.3,424,183,0.879999999999999,11.82,12.7,13.885376,131.9180145263672
2104,Carry_Falls_Spillway,-74.742,44.442,2187.1,422,183,18.700000000000017,123.1,141.8,37.13347,284.3976745605469
2107,Fourth_Lake,-65.725,44.375,349.5,458,183,40.61044680772896,104.98955319227103,145.6,5.717538,38.95994186401367
2113,Setting_Pole_Rapids_Dam,-74.525,44.242,1748.6,423,184,6.524605557783545,38.375394442216454,44.9,30.133978,222.53179931640625
2115,Cranberry_Lake,-74.842,44.225,276.8,421,184,2.739999999999995,71.26,74.0,4.3861027,36.30815505981445
2117,Upper_Lake_Falls,-64.992,44.158,1571.8,460,184,146.43921953261224,726.8607804673877,873.3,25.976547,100.06511688232422
2118,Gulf_Island,-70.208,44.158,7376.3,440,183,6.495839317296557,62.704160682703446,69.2,108.81685,724.6260986328125
2121,Lows_Lake_Dam,-74.592,44.075,363.2,422,184,22.01,4.489999999999998,26.5,5.952518,59.40629577636719
2123,Moose_Pond_Storage_Dam,-70.908,44.008,1709.8,437,184,1.9699999999999989,9.13,11.1,24.231834,173.04669189453125
2125,Forked_Lake_Sluiceway_Dam,-74.525,43.908,694.4,422,185,11.759999999999998,20.54,32.3,13.1551,102.92967987060547
2126,Eel_Weir,-70.458,43.825,1021.1,438,185,70.84511692195309,402.75488307804693,473.6,14.386468,150.11984252929688
2127,Lake_George_Outlet,-73.425,43.825,574.2,426,186,567.8830697658263,2207.416930234174,2775.3,8.877327,103.12447357177734
2128,Head_Works_Dam,-71.075,43.792,1068.0,436,185,23.050000000000004,35.15,58.2,14.101454,162.20855712890625
2134,Starbuckville_Dam,-73.758,43.658,1085.6,425,185,2.246019161158003,30.653980838841996,32.9,16.152525,172.15525817871094
2135,Wilder,-72.308,43.675,8593.4,432,185,46.32000000000001,52.08,98.4,131.26924,1220.465576171875
2138,Mascoma_Lake_Dam,-72.175,43.642,511.4,432,186,5.400000000000002,17.2,22.6,7.5748396,136.0938262939453
2140,Newfound_Lake,-71.742,43.625,254.6,433,186,11.571626804689616,37.72837319531038,49.3,3.3387516,58.655513763427734
2143,Skelton,-70.558,43.575,4137.2,438,186,20.84,20.459999999999997,41.3,56.927406,392.39764404296875
2145,Lakeport,-71.458,43.558,1114.8,435,186,19.24668844701168,237.35331155298834,256.6,14.667095,80.64677429199219
2149,Franklin_Falls_Dam,-71.658,43.475,2511.0,434,186,76.54871335934347,113.45128664065653,190.0,33.652157,276.00054931640625
2150,Milton_Three_Ponds_Dam,-70.992,43.408,400.7,436,187,3.539999999999999,14.96,18.5,5.3940487,63.11026382446289
2152,Conklingville,-73.925,43.325,2488.5,424,188,55.89131310668665,921.0086868933133,976.9,47.842216,416.30792236328125
2157,Spier_Falls,-73.758,43.242,7092.7,425,187,9.72,30.08,39.8,125.02908,869.9871215820312
2158,Hopkinton_Flood_Control_Dam,-71.742,43.192,1013.1,433,188,143.77999999999997,49.920000000000016,193.7,14.23376,194.1620635986328
2160,Bellows_Falls,-72.442,43.142,14609.3,431,188,28.0,40.5,68.5,222.14035,1962.7266845703125
2163,Winnies_Reef_Dam,-73.642,43.108,483.4,425,188,3.1300000000000097,121.07,124.2,7.6663413,121.9261245727539
2167,Upper_Mechanicville,-73.675,42.908,9717.5,426,188,2.6638565329744424,10.536143467025557,13.2,165.79407,862.7470092773438
2170,Crescent_Dams_A-C,-73.708,42.792,8927.2,425,189,22.30307212775371,63.99692787224629,86.3,158.15675,967.0285034179688
2171,Harriman,-72.908,42.792,644.7,429,189,180.07999999999998,212.12,392.2,10.536208,237.14193725585938
2172,Vernon,-72.492,42.775,16210.0,430,189,8.739999999999995,57.86,66.6,247.28836,1919.7279052734375
2175,Merrimack_River_Dam,-71.158,42.708,12453.9,436,190,5.039999999999999,19.46,24.5,164.7701,938.5441284179688
2178,Blenheim_Lower_Gilboa,-74.458,42.458,1103.3,423,191,9.94,10.160000000000002,20.1,17.67274,138.0823516845703
2180,Wachusett_Reservoir_Dam,-71.692,42.408,284.8,433,191,35.21000000000001,247.29,282.5,3.7165453,146.2205810546875
2181,Gilboa_Dam,-74.442,42.392,582.8,423,192,85.72,32.18000000000001,117.9,9.339208,138.35682678222656
2186,Quabbin_Winsor_Dam,-72.308,42.258,510.3,431,191,95.13999999999989,2137.46,2232.6,8.452813,178.3447265625
2192,Downsville_Dam,-74.958,42.075,656.8,422,192,397.33,354.77000000000004,752.1,10.515712,148.21363830566406
2193,Colebrook_River_Dam,-73.042,42.008,333.5,428,192,142.71,26.289999999999992,169.0,5.3604536,126.40935516357422
2195,Ashokan_Dam,-74.225,41.942,1020.4,424,192,177.06000000000006,455.14,632.2,15.831587,381.99139404296875
2198,Richards_Corner_Dam,-72.958,41.875,1172.1,429,194,8.64,7.960000000000001,16.6,16.963161,183.03164672851562
2200,Neversink_Reservoir_Dam,-74.642,41.825,439.4,422,193,102.57,72.63,175.2,6.431032,230.87574768066406
2201,Merriman_Dam,-74.425,41.808,273.4,423,194,73.47999999999999,176.72,250.2,3.9850247,143.48208618164062
2204,Toronto,-74.775,41.575,492.3,421,194,51.77,31.529999999999994,83.3,7.16488,271.9961242675781
2220,Popps_Mountain_Dike,-73.342,41.242,186.4,427,196,23.26,28.539999999999996,51.8,2.7418327,28.446884155273438
2222,New_Croton_Reservoir_Dam,-73.858,41.225,854.2,426,195,27.44185697855501,90.958143021445,118.4,12.573905,144.70005798339844
2228,Furnace_Road_Dam,-74.292,41.042,529.3,423,196,16.320866040268044,21.179133959731956,37.5,7.648333,276.48529052734375
2236,Boonton_Dam,-74.392,40.892,367.8,422,197,1.490000000000002,33.01,34.5,4.47663,79.07691192626953
2243,Moncion,-71.075,19.475,757.3,436,283,296.52,73.48000000000002,370.0,1.481583,150.7588653564453
2244,Bao,-70.758,19.308,900.5,437,283,133.02,146.98,280.0,2.6569262,142.6456298828125
2245,Tavera,-70.725,19.292,753.1,438,284,53.08,116.92,170.0,2.0530057,128.73153686523438
2247,Hatillo,-70.208,19.042,1136.8,439,285,64.32000000000005,635.68,700.0,0.17116782,15.153372764587402
2248,Sabaneta,-71.292,18.992,672.7,435,284,22.98,54.019999999999996,77.0,0.8914877,91.29060363769531
2249,Sabana_Yegua,-71.042,18.708,687.3,437,285,339.36,337.64,677.0,0.0408941,10.733264923095703
2250,Jiguey,-70.375,18.542,638.6,439,286,104.43,63.56999999999999,168.0,0.023423966,16.453903198242188
2251,Valdesia,-70.275,18.392,840.8,439,287,51.22,135.78,187.0,0.030925741,18.03826332092285
2254,La_Plata,-66.242,18.342,580.3,455,287,23.09,11.41,34.5,3.3575592,132.04794311523438
2255,Dos_Bocas,-66.658,18.342,704.3,454,287,34.2,14.399999999999999,48.6,4.0646586,125.6462631225586
2264,Maticora,-70.992,10.675,2447.2,436,317,146.56,306.54,453.1,4.0388637,188.27955627441406
2267,Pueblo_Viejo,-71.042,10.175,841.3,436,320,35.44,80.56,116.0,0.9581222,28.96269989013672
2269,Cumaripa,-68.792,10.175,877.1,445,320,4.028456820687588,59.77154317931241,63.8,0.0011761953,0.008058830164372921
2271,Atarigua,-69.858,10.125,2900.9,441,321,119.4432196162486,300.5567803837514,420.0,13.701117,150.48046875
2272,El_Guapo,-65.975,10.108,587.6,457,320,106.87,48.129999999999995,155.0,0.00041402283,0.0026993821375072002
2273,Machango,-70.958,10.092,474.8,437,319,33.68000000000001,76.32,110.0,0.7880971,51.255001068115234
2276,Pao-Cachinche,-68.125,9.875,1584.5,448,321,63.71,106.28999999999999,170.0,0.0014631568,0.011065952479839325
2277,Camatagua,-66.942,9.825,2096.5,452,321,476.5780649154824,1097.3219350845177,1573.9,0.00046883652,0.0005157201667316258
2278,Dos_Cerritos,-69.825,9.725,637.0,440,322,7.261299529808213,111.53870047019178,118.8,3.4783177,56.74302291870117
2279,Yacambu,-69.508,9.692,459.7,442,322,424.45,36.55000000000001,461.0,3.1823602,79.1678237915039
